x1,x2,y
-4.609517845885886,-5.948638474909898,2
-3.3861817630828774,-4.5122981235644986,2
-5.196994537840841,-5.2875253356777625,2
-3.774653282877218,-5.126086992007013,2
-4.970511785081463,-5.516426273455803,2
-4.033182936384883,-6.071623194797172,2
-3.77761768905118,-3.7559972875095093,2
-3.418161969298509,-5.191982878601269,2
-2.8222368241282196,-4.770969468366277,2
-3.1325799716016047,-5.147970876027541,2
-3.480356910245303,-5.87622373016585,2
-3.6983633989805913,-5.568906163424509,2
-2.578544521486041,-5.1571156748329,2
-2.505360013097542,-5.612912485884553,2
-2.122157703388732,-4.9173719657505,2
-2.310622836095684,-4.838826473686459,2
-1.1404986407172497,-5.802076035767114,2
-1.782227933356381,-5.170847785546043,2
-2.048209367426749,-4.5530295676870365,2
-0.9392322360825409,-4.949961954981916,2
-0.43816863227852776,-4.571029841995628,2
-1.2890108255957937,-4.590416081884278,2
-0.5487302832281401,-4.6990057928444475,2
-1.2901339665264007,-4.7700146303136375,2
-0.3872788438781689,-5.132777053679445,2
-0.443812736467737,-4.710273203354254,2
0.7933175345311163,-4.964799544550487,2
-0.25615959028916957,-5.295886251791687,2
0.39701990959347316,-5.525245437843646,2
0.887688918919806,-4.550430111261176,2
1.269346231836111,-4.5455792874238545,2
2.5904490507393856,-4.000116241378711,2
1.1725595630335928,-6.078139410594421,2
2.151160758503442,-5.477284240912849,2
1.2760065243561467,-5.709065564692421,2
2.3571124609610554,-5.164811738809615,2
2.2697257448935244,-4.8574109791735625,2
3.184487783891712,-4.344117406376,2
3.084152846547131,-4.424971858508393,2
2.666301160983272,-5.592315521976738,2
3.088067381456788,-5.447096197941172,2
3.7098214344097515,-4.747779963693477,2
3.8019514786510666,-4.7208540849789715,2
3.883730431821485,-4.967676671479351,2
4.77126308655309,-5.275939008395942,2
4.288823714403215,-4.886632349979113,2
4.582395663652928,-5.136661742688556,2
4.233555627655457,-4.801167159978362,2
4.765923893454213,-5.205786443446499,2
4.962186777193638,-5.210746404020205,2
-5.204105125473731,-5.307257446140227,2
-4.786552391693023,-4.105122071480512,2
-4.7803135805485795,-5.439704477047259,2
-4.991320100680838,-4.474911479285615,2
-3.651501773645216,-4.760277904613908,2
-2.9946524415484497,-4.675886183290863,2
-4.080129866544471,-4.600874260827946,2
-2.9453624005640995,-4.540140795341641,2
-4.146736026372679,-4.549808821867822,2
-3.6267923625708747,-3.626772369472758,2
-2.197989651063695,-5.573104947683184,2
-3.4682411638566504,-4.195945605091139,2
-2.16036221665481,-4.702522208805337,2
-2.9557368703444995,-3.965742581786569,2
-2.620665340890968,-4.634122850400953,2
-1.8025223842278644,-4.847829213218102,2
-2.166737944779965,-5.184535262162565,2
-1.9371066724409074,-3.9594947907332294,2
-0.7508668393296638,-3.8626240184137632,2
-1.275328959877042,-4.833577547641643,2
-1.2880527073914951,-4.561923848803242,2
-1.2836240462847246,-4.796466535932856,2
-0.5669386334799945,-4.818581012554787,2
-0.8142155475567049,-5.6483280654568455,2
-0.15925905858590006,-4.388683559832521,2
0.11511296227881947,-5.586821162137495,2
0.12753688751653827,-4.606835912717379,2
1.3721264468014887,-5.063129396439845,2
0.5396633512952259,-4.211633307259167,2
1.1087275043512221,-5.23929133130094,2
0.81607910542539,-4.728398140840807,2
1.4945050205526562,-4.77183430161257,2
1.238167853094641,-4.330208875454596,2
2.007237526365512,-4.483369164817965,2
1.75889540709153,-5.030616543984287,2
2.1934926688812255,-5.394352833613061,2
1.8039513782829513,-4.186443464159399,2
2.9125868060472277,-4.843734480525897,2
2.673443676913746,-4.692264257180549,2
2.4694959318791705,-5.043404415845535,2
3.5671916469870135,-3.8885923378820495,2
2.7032596279216383,-4.890218166038876,2
3.468732824668822,-4.634918084067578,2
3.299763743726774,-4.904217210903031,2
4.6894771279455405,-4.5645800735603,2
4.435105998624454,-5.478138663964867,2
5.247146527216279,-4.204917405289512,2
4.580469065680619,-4.54208928156812,2
3.7332855627095864,-5.215454469283439,2
6.025512867596245,-4.955618073018371,1
-4.6589539081070415,-4.598647545096124,2
-4.608301162271583,-5.300582517972549,2
-4.111021262157419,-4.90989247339413,2
-4.819432755579115,-4.504268106497591,2
-4.507870493605587,-5.9490467695930995,2
-3.8037650738389,-5.186775438829326,2
-4.2843697695016045,-4.746961786678994,2
-3.2703595821790223,-5.5222015358832595,2
-2.862023344929353,-4.704332487779268,2
-3.1070397880479286,-4.61465720736186,2
-2.3753130514342913,-3.4227378930208507,2
-2.7977751104742556,-5.436145334494336,2
-1.6011644295256728,-3.8593216080072903,2
-2.7043287939762446,-4.817454134539342,2
-2.163602340101905,-3.9899596704027953,2
-1.700641953942521,-4.897066351591799,2
-0.9520571281123617,-5.014622468657955,2
-1.7502952797362394,-5.522798613496366,2
-1.5999932859938342,-4.040030215434292,2
-0.8525048762474143,-4.322364014632944,2
-0.7547811736071062,-4.610597446131044,2
-0.37705331150451776,-4.462903786884551,2
-0.44708652806235094,-4.569642369204378,2
-1.2212623046231548,-5.6517262701612,2
0.27526688776637864,-4.048872690478513,2
0.2925530123373171,-4.727111503992283,2
0.3090517625089252,-4.960549256545266,2
0.707524458031893,-4.422983194947304,2
0.3421128349028198,-5.203432606584082,2
0.047362735468545636,-4.4724617409064535,2
0.679733629134774,-4.392148347258018,2
1.023108711378151,-4.340041180518347,2
1.5908606523339253,-5.4381674945839045,2
1.7543712065088244,-4.241272986934697,2
1.8330609017802078,-4.491668161050201,2
2.4653995548088967,-5.203210959684931,2
3.2252275773376864,-4.293798432330608,2
2.4030279457042947,-5.071914748041628,2
3.039845729647845,-3.8856118921341585,2
3.168583302681032,-4.630967872976338,2
3.263463508459669,-5.608533610422307,2
3.629637688722454,-4.580427818741044,2
3.5676519028508977,-4.158868515709392,2
3.807193258102715,-4.414369938101279,2
3.1319038690542627,-3.5421618413330798,2
4.299634684848552,-4.730424227526974,2
4.999779853960247,-4.499822170805912,2
4.235772452546284,-4.610463492922102,2
4.177907161903028,-4.512208528674214,1
4.876847989989315,-3.8988692210624927,1
-5.309160421367519,-4.365923699365782,2
-4.506426703456507,-5.112874658775359,2
-4.626622562561308,-4.889657438169753,2
-4.63841310605306,-4.553794031260285,2
-4.94987231585025,-4.9126224961721805,2
-3.7222592634840987,-4.903871643087342,2
-4.185954961839435,-4.869950132004301,2
-4.107627030496509,-5.307293576391911,2
-4.449747627421956,-3.798112746869102,2
-4.044840217647513,-4.437227987480561,2
-2.58402292981755,-4.707983477856069,2
-2.466354773712467,-4.493665982844853,2
-2.319804122641924,-4.442435474969609,2
-2.5960959855990984,-4.231262448601017,2
-2.484950101899801,-4.3973968774771075,2
-2.4989159936104333,-5.726913107206087,2
-0.30153742956168483,-4.002875405932088,2
-1.1733480845002289,-4.072900136866476,2
-1.3828992636623325,-3.723947274358172,2
-1.0895914147505172,-3.6720209575812106,2
-1.6911328773793315,-4.176952100072829,2
-0.11442953690235025,-4.882331439247509,2
-0.26205873344204866,-4.914304204627652,2
-0.9996604199093263,-5.361829655128593,2
-0.8295408163775876,-4.780175059557296,2
1.2676377716979952,-4.0119681574644535,2
0.8438790670540794,-4.7642940052162075,2
-0.018085632445623,-4.271306157750473,2
1.4220959772992874,-3.9896658545221055,2
0.9593946081095318,-4.704850820304085,2
0.755882445781777,-3.7956080727584114,2
1.2091515152855823,-4.631501827279494,2
1.1039258318024916,-3.585443692949707,2
2.152413087575212,-4.6873799626632495,2
1.7770554676733321,-4.301719233823177,2
2.2599119849382694,-4.405258628236559,2
2.617474839533133,-4.846349097081192,2
2.556656749605477,-5.176149435913156,2
2.074076025075789,-4.540664534494221,2
2.5395824275061374,-4.924645086009827,2
3.932333393429113,-4.44739066660594,2
3.3673123094266266,-5.295771369455551,2
3.3260015310980333,-5.065958239482709,2
4.1208919759802525,-3.2857937250980314,2
4.426141871278808,-3.8602111097063254,2
4.885975784803852,-3.006025848249714,2
3.3037156932231824,-3.940421108619592,1
4.472864295766559,-4.638202386758554,1
4.7669670532914905,-4.476544525978477,1
4.030021470871638,-3.754226558707165,1
-5.575367836743326,-3.324520450957928,2
-5.0252309411614915,-5.240331990397911,2
-4.576955736584996,-4.53329052126607,2
-4.601873747800019,-4.246721286440291,2
-4.585493593712227,-3.43934792963125,2
-4.349951449573784,-3.774357133984118,2
-3.600818849702269,-3.8463533637673573,2
-3.4036665183329715,-3.8527029290027826,2
-3.8691540544211245,-4.617418102982974,2
-3.4295186907321806,-4.897710122909762,2
-2.603150942898747,-3.958209159542976,2
-2.1638362506694517,-4.155935946436409,2
-2.222642163538325,-3.9079332886237004,2
-2.6411945304604907,-4.603246735306613,2
-2.984029640468706,-4.083010803695046,2
-1.98924596770235,-4.113948310522372,2
